Tweet_Text,Sentiment,Tweet URL
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",Neutral,neutral
The agreement is valid for four years .,Neutral,neutral
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",Neutral,neutral
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",Neutral,neutral
The business section also includes Ahlstrom 's sustainability report .,Neutral,neutral
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,Neutral,neutral
The company is presently examining whether the project would be financially feasible .,Neutral,neutral
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,Neutral,neutral
The company specialises in temporary electrification and heating at construction sites .,Neutral,neutral
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",Neutral,neutral
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,Neutral,neutral
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,Neutral,neutral
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,Neutral,neutral
The first of the two project phases is expected to be completed by the end of 2012 .,Neutral,neutral
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",Neutral,neutral
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",Neutral,neutral
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",Neutral,neutral
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",Neutral,neutral
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",Neutral,neutral
The new B shares carry the right to dividend and other shareholder rights with effect from today .,Neutral,neutral
The office space will rise above the remodeled Cannon Street underground station .,Neutral,neutral
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,Neutral,neutral
The project is expected to be completed in 2009 .,Neutral,neutral
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",Neutral,neutral
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",Neutral,neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",Neutral,neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",Neutral,neutral
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,Neutral,neutral
The share of the share capital of both above mentioned shareholders remains below 5 % .,Neutral,neutral
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",Neutral,neutral
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",Neutral,neutral
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,Neutral,neutral
The trade is in accordance with the agreement announced on 26 March 2008 .,Neutral,neutral
The transaction is expected to be completed next spring .,Neutral,neutral
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,Neutral,neutral
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",Neutral,neutral
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",Neutral,neutral
Uponor maintains its full-year guidance for 2010 .,Neutral,neutral
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",Neutral,neutral
What would you like to see changed on Nokia 's next attempt ?,Neutral,neutral
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",Neutral,neutral
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",Neutral,neutral
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,Neutral,neutral
`` Our aim is to understand different traffic patterns based on the use of each building .,Neutral,neutral
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,Neutral,neutral
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",Neutral,neutral
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,Neutral,neutral
A PLUMBING business has announced it is sponsoring a professional darts player .,Neutral,neutral
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",Neutral,neutral
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,Neutral,neutral
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,Neutral,neutral
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",Neutral,neutral
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,Neutral,neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,Neutral,neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,Neutral,neutral
Customers in a wide range of industries use our stainless steel and services worldwide .,Neutral,neutral
Exel wants to serve its industrial customers with individual products .,Neutral,neutral
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",Neutral,neutral
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,Neutral,neutral
